# Weather station Chicago / Midway (airport), USA, WMO_ID=72534,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72534&lang=en
#
"Local time in Chicago / Midway (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.05.2019 09:00";"11.7";"743.4";"760.1";"";"66";"Wind blowing from the north-east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"17.05.2019 03:00";"14.4";"739.2";"755.6";"";"90";"Wind blowing from the north";"8";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"11.0";"12.8";"5.0";"3";"";"";"";"";
"16.05.2019 21:00";"21.1";"736.9";"753.1";"";"84";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"18.3";"";"";"";"";"";"";
"16.05.2019 15:00";"20.6";"738.4";"754.7";"";"81";"Wind blowing from the south-southwest";"6";"11";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"14.0";"17.2";"2.0";"3";"";"";"";"";
"16.05.2019 09:00";"21.1";"741.1";"757.4";"";"66";"Wind blowing from the south-southwest";"7";"11";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"14.4";"";"";"";"";"";"";
"16.05.2019 03:00";"15.0";"742.4";"758.8";"";"72";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"15.05.2019 21:00";"21.1";"742.9";"759.4";"";"44";"Wind blowing from the south-southwest";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.3";"";"";"";"";"";"";
"15.05.2019 15:00";"23.9";"743.2";"759.7";"";"36";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"7.8";"";"";"";"";"";"";
"15.05.2019 09:00";"18.9";"744.9";"761.3";"";"50";"Wind blowing from the north-west";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"15.05.2019 03:00";"11.7";"744.1";"760.6";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.1";"";"";"";"";"";"";
"14.05.2019 21:00";"16.1";"744.9";"761.6";"";"38";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"1.7";"";"";"";"";"";"";
"14.05.2019 15:00";"20.6";"744.9";"761.5";"";"26";"Wind blowing from the east";"6";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"0.6";"";"";"";"";"";"";
"14.05.2019 09:00";"16.7";"746.4";"763.2";"";"41";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.3";"";"";"";"";"";"";
"14.05.2019 03:00";"6.7";"745.4";"762.4";"";"83";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"13.05.2019 21:00";"9.4";"745.4";"762.3";"";"64";"Wind blowing from the east-southeast";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"13.05.2019 15:00";"15.6";"743.4";"760.3";"";"46";"Wind blowing from the north-east";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"13.05.2019 09:00";"12.2";"743.2";"760.3";"";"59";"Wind blowing from the north";"4";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"13.05.2019 03:00";"7.2";"741.1";"758.2";"";"77";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"3.3";"";"";"";"";"";"";
"12.05.2019 21:00";"6.1";"741.7";"758.6";"";"86";"Wind blowing from the north-northwest";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.9";"2.0";"3";"";"";"";"";
"12.05.2019 15:00";"10.0";"740.7";"757.6";"";"59";"Wind blowing from the north-northeast";"7";"10";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"2.2";"";"";"";"";"";"";
"12.05.2019 09:00";"8.9";"741.9";"759.1";"";"68";"Wind blowing from the north-northeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"3.3";"";"";"";"";"";"";
"12.05.2019 03:00";"7.2";"742.2";"759.1";"";"80";"Wind blowing from the north-east";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"3.9";"";"";"";"";"";"";
"11.05.2019 21:00";"7.2";"744.7";"761.7";"";"77";"Wind blowing from the east-northeast";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"3.3";"";"";"";"";"";"";
"11.05.2019 15:00";"8.9";"746.2";"763.3";"";"77";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"5.0";"1.0";"3";"";"";"";"";
"11.05.2019 09:00";"9.4";"748.1";"765.3";"";"64";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"11.05.2019 03:00";"8.3";"748.6";"765.8";"";"69";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"10.05.2019 21:00";"8.3";"749.6";"766.9";"";"66";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"10.05.2019 15:00";"11.7";"748.9";"765.9";"";"57";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"3.3";"";"";"";"";"";"";
"10.05.2019 09:00";"10.0";"748.1";"765.1";"";"57";"Wind blowing from the north-northwest";"5";"9";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"1.7";"";"";"";"";"";"";
"10.05.2019 03:00";"8.3";"744.9";"761.7";"";"74";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"09.05.2019 21:00";"10.6";"742.6";"759.4";"";"71";"Wind blowing from the west-northwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"09.05.2019 15:00";"15.6";"739.9";"756.4";"";"65";"Wind blowing from the west-southwest";"8";"14";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"09.05.2019 09:00";"20.0";"736.6";"753.0";"";"84";"Wind blowing from the south-west";"6";"11";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"17.2";"";"";"";"";"";"";
"09.05.2019 03:00";"15.6";"737.2";"753.4";"";"100";"Wind blowing from the east-southeast";"4";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"2.4";"15.6";"";"";"";"";"";"";
"08.05.2019 21:00";"20.0";"739.2";"755.6";"";"59";"Wind blowing from the south-east";"7";"11";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"11.7";"";"";"";"";"";"";
"08.05.2019 15:00";"19.4";"741.4";"758.1";"";"57";"Wind blowing from the east";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"08.05.2019 09:00";"11.1";"746.6";"763.6";"";"61";"Wind blowing from the east-northeast";"7";"13";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"3.9";"";"";"";"";"";"";
"08.05.2019 03:00";"10.0";"749.4";"766.3";"";"71";"Wind blowing from the east-northeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"5.0";"";"";"";"";"";"";
"07.05.2019 21:00";"7.2";"750.9";"768.2";"";"63";"Wind blowing from the north-northeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"0.6";"Trace of precipitation";"3";"";"";"";"";
"07.05.2019 15:00";"9.4";"750.9";"768.1";"";"74";"Wind blowing from the north-east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"5.0";"";"";"";"";"";"";
"07.05.2019 09:00";"8.3";"750.7";"768.0";"";"93";"Wind blowing from the north-northeast";"6";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"7.2";"2.0";"3";"";"";"";"";
"07.05.2019 03:00";"7.8";"748.1";"765.1";"";"96";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"9.0";"7.2";"8.0";"3";"";"";"";"";
"06.05.2019 21:00";"8.3";"747.9";"764.8";"";"74";"Wind blowing from the north-northeast";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"3.9";"";"";"";"";"";"";
"06.05.2019 15:00";"13.9";"745.9";"762.7";"";"64";"Wind blowing from the north-east";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"7.2";"Trace of precipitation";"3";"";"";"";"";
"06.05.2019 09:00";"20.6";"744.7";"761.0";"";"45";"Wind blowing from the west";"5";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"06.05.2019 03:00";"13.9";"743.2";"759.6";"";"78";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"05.05.2019 21:00";"18.9";"742.2";"758.5";"";"49";"Wind blowing from the south-southwest";"3";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.8";"";"";"";"";"";"";
"05.05.2019 15:00";"22.8";"741.1";"757.6";"";"37";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"7.2";"";"";"";"";"";"";
"05.05.2019 09:00";"17.8";"742.9";"759.5";"";"46";"";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.1";"";"";"";"";"";"";
"05.05.2019 03:00";"8.3";"742.6";"759.6";"";"69";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"04.05.2019 21:00";"12.2";"742.9";"759.7";"";"49";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"04.05.2019 15:00";"15.6";"743.9";"760.7";"";"42";"Wind blowing from the east-northeast";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"04.05.2019 09:00";"12.2";"745.9";"762.9";"";"55";"Wind blowing from the north-east";"5";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.3";"";"";"";"";"";"";
"04.05.2019 03:00";"6.1";"745.4";"762.5";"";"82";"Wind blowing from the north";"2";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.3";"";"";"";"";"";"";
"03.05.2019 21:00";"8.3";"746.2";"763.2";"";"69";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"2.8";"0.3";"3";"";"";"";"";
"03.05.2019 15:00";"12.8";"746.4";"763.4";"";"51";"Wind blowing from the north-northeast";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"100-200";"";"";"16.0";"2.8";"";"";"";"";"";"";
"03.05.2019 09:00";"11.1";"747.4";"764.5";"";"64";"Wind blowing from the north";"7";"";"";"50%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"4.4";"";"";"";"";"";"";
"03.05.2019 03:00";"7.8";"747.1";"764.5";"";"86";"Wind blowing from the north-northeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"5.6";"";"";"";"";"";"";
"02.05.2019 21:00";"6.7";"747.9";"765.3";"";"93";"Wind blowing from the north";"5";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"2.8";"5.6";"";"";"";"";"";"";
"02.05.2019 15:00";"6.7";"746.6";"764.0";"";"93";"Wind blowing from the north";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"4.8";"5.6";"Trace of precipitation";"3";"";"";"";"";
"02.05.2019 09:00";"7.8";"748.1";"765.3";"";"96";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"3.2";"7.2";"";"";"";"";"";"";
"02.05.2019 03:00";"6.7";"747.7";"764.6";"";"96";"Wind blowing from the north";"3";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"50-100";"";"";"1.2";"6.1";"";"";"";"";"";"";
"01.05.2019 21:00";"8.3";"747.9";"764.8";"";"86";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"12.0";"6.1";"";"";"";"";"";"";
"01.05.2019 15:00";"15.0";"745.6";"762.5";"";"81";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"01.05.2019 09:00";"15.0";"741.7";"758.5";"";"100";"Wind blowing from the west-southwest";"9";"15";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"15.0";"1.0";"3";"";"";"";"";
"01.05.2019 03:00";"8.9";"741.1";"758.0";"";"100";"Wind blowing from the east-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"4.8";"8.9";"";"";"";"";"";"";
"30.04.2019 21:00";"8.3";"746.2";"763.4";"";"93";"Wind blowing from the north-east";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"11.0";"7.2";"Trace of precipitation";"3";"";"";"";"";
"30.04.2019 15:00";"8.3";"748.1";"765.4";"";"93";"Wind blowing from the east";"7";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"2.4";"7.2";"13.0";"3";"";"";"";"";
"30.04.2019 09:00";"6.1";"751.6";"768.8";"";"93";"Wind blowing from the north-east";"3";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"9.0";"5.0";"0.5";"3";"";"";"";"";
"30.04.2019 03:00";"7.2";"750.1";"767.2";"";"97";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";"Mist. ";"";"";"";"";"";"";"100-200";"";"";"4.8";"6.7";"";"";"";"";"";"";
"29.04.2019 21:00";"11.1";"748.9";"766.0";"";"86";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"8.9";"";"";"";"";"";"";
"29.04.2019 15:00";"10.6";"744.9";"762.1";"";"83";"Wind blowing from the west-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"7.8";"0.3";"3";"";"";"";"";
"29.04.2019 09:00";"7.2";"745.1";"762.4";"";"93";"Wind blowing from the south-east";"9";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"6.0";"6.1";"";"";"";"";"";"";
"29.04.2019 03:00";"8.3";"747.7";"764.7";"";"77";"Wind blowing from the east-southeast";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"11.0";"4.4";"1.0";"3";"";"";"";"";
"28.04.2019 21:00";"6.7";"749.4";"766.7";"";"53";"Wind blowing from the east";"5";"10";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"28.04.2019 15:00";"10.6";"750.4";"767.8";"";"29";"Wind blowing from the east-northeast";"5";"9";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"28.04.2019 09:00";"7.2";"750.7";"768.0";"";"46";"Wind blowing from the east-northeast";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"28.04.2019 03:00";"1.7";"746.2";"763.8";"";"85";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"27.04.2019 21:00";"1.1";"742.6";"760.0";"";"100";"Wind blowing from the north-northeast";"8";"12";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"4.8";"1.1";"2.0";"3";"";"";"";"";
"27.04.2019 15:00";"1.1";"740.7";"757.9";"";"100";"Wind blowing from the east-northeast";"6";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"1.6";"1.1";"6.0";"3";"";"";"";"";
"27.04.2019 09:00";"5.6";"744.1";"761.2";"";"65";"Wind blowing from the east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-0.6";"Trace of precipitation";"3";"";"";"";"";
"27.04.2019 03:00";"6.1";"743.6";"760.5";"";"60";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"26.04.2019 21:00";"12.8";"742.6";"759.3";"";"33";"Wind blowing from the west-northwest";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"26.04.2019 15:00";"17.8";"741.1";"757.7";"";"26";"Wind blowing from the north-northwest";"9";"14";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"26.04.2019 09:00";"13.9";"739.4";"756.1";"";"41";"Wind blowing from the north-northwest";"9";"13";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.6";"";"";"";"";"";"";
"26.04.2019 03:00";"10.0";"737.9";"754.6";"";"86";"Wind blowing from the north-west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"7.8";"0.8";"3";"";"";"";"";
"25.04.2019 21:00";"14.4";"737.4";"754.0";"";"42";"Wind blowing from the north";"7";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"1.7";"";"";"";"";"";"";
"25.04.2019 15:00";"16.1";"737.7";"754.3";"";"44";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"25.04.2019 09:00";"16.1";"740.2";"756.7";"";"46";"Wind blowing from the south-east";"2";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"25.04.2019 03:00";"11.1";"740.4";"757.0";"";"50";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"24.04.2019 21:00";"15.0";"741.7";"758.5";"";"39";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"1.1";"Trace of precipitation";"3";"";"";"";"";
"24.04.2019 15:00";"17.2";"742.6";"759.4";"";"40";"Wind blowing from the east-northeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.3";"";"";"";"";"";"";
"24.04.2019 09:00";"11.7";"745.9";"762.7";"";"52";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.2";"";"";"";"";"";"";
"24.04.2019 03:00";"8.9";"745.4";"762.4";"";"71";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.9";"";"";"";"";"";"";
"23.04.2019 21:00";"11.7";"746.6";"763.6";"";"61";"Wind blowing from the south-southeast";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"23.04.2019 15:00";"13.9";"746.2";"762.7";"";"60";"Wind blowing from the east";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"6.1";"";"";"";"";"";"";
"23.04.2019 09:00";"11.1";"745.4";"762.1";"";"75";"Wind blowing from the north-northwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"6.7";"";"";"";"";"";"";
"23.04.2019 03:00";"15.6";"741.1";"757.5";"";"90";"Wind blowing from the west";"7";"11";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"11.0";"13.9";"";"";"";"";"";"";
"22.04.2019 21:00";"20.6";"742.4";"758.7";"";"63";"Wind blowing from the south";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"14.0";"13.3";"3.0";"3";"";"";"";"";
"22.04.2019 15:00";"26.7";"742.6";"758.9";"";"38";"Wind blowing from the south";"7";"11";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"11.1";"";"";"";"";"";"";
"22.04.2019 09:00";"21.1";"746.2";"762.4";"";"39";"Wind blowing from the south";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"22.04.2019 03:00";"15.6";"746.6";"763.0";"";"41";"Wind blowing from the south";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.2";"";"";"";"";"";"";
"21.04.2019 21:00";"19.4";"746.4";"762.9";"";"33";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"21.04.2019 15:00";"25.0";"744.7";"761.2";"";"24";"Wind blowing from the south-southeast";"7";"10";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"21.04.2019 09:00";"17.8";"745.4";"762.1";"";"24";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"21.04.2019 03:00";"8.3";"743.2";"759.8";"";"33";"Wind blowing from the south-southwest";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"20.04.2019 21:00";"11.1";"741.4";"758.3";"";"17";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"20.04.2019 15:00";"17.8";"739.9";"756.7";"";"10";"Wind blowing from the north";"9";"13";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-14.4";"";"";"";"";"";"";
"20.04.2019 09:00";"10.6";"740.9";"757.8";"";"27";"Wind blowing from the north-northeast";"11";"15";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"20.04.2019 03:00";"6.1";"740.4";"757.5";"";"53";"Wind blowing from the north";"7";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"19.04.2019 21:00";"7.8";"740.9";"758.1";"";"35";"Wind blowing from the north-northeast";"11";"16";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"19.04.2019 15:00";"8.9";"740.9";"757.9";"";"54";"Wind blowing from the north-northeast";"10";"17";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"0.0";"";"";"";"";"";"";
"19.04.2019 09:00";"6.1";"740.9";"757.9";"";"76";"Wind blowing from the north";"9";"14";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"2.2";"";"";"";"";"";"";
"19.04.2019 03:00";"5.6";"738.7";"755.8";"";"79";"Wind blowing from the north";"9";"13";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"2.2";"";"";"";"";"";"";
"18.04.2019 21:00";"7.8";"739.4";"756.2";"";"73";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"3.3";"";"";"";"";"";"";
"18.04.2019 15:00";"10.0";"736.6";"753.4";"";"83";"Wind blowing from the north-northwest";"7";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"7.2";"3.0";"3";"";"";"";"";
"18.04.2019 09:00";"12.2";"734.4";"750.7";"";"90";"Wind blowing from the west-northwest";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"4.8";"10.6";"1.0";"3";"";"";"";"";
"18.04.2019 03:00";"17.8";"733.9";"750.1";"";"81";"Wind blowing from the south-west";"7";"12";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"14.4";"";"";"";"";"";"";
"17.04.2019 21:00";"21.7";"735.4";"751.7";"";"53";"Wind blowing from the south-southwest";"10";"16";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"17.04.2019 15:00";"24.4";"736.6";"753.1";"";"45";"Wind blowing from the south";"9";"12";"";"70 – 80%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"17.04.2019 09:00";"12.8";"742.2";"759.0";"";"74";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"8.3";"";"";"";"";"";"";
