# Weather station Springfield (airport), USA, WMO_ID=72440,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72440&lang=en
#
"Local time in Springfield (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.05.2019 12:00";"22.8";"729.4";"763.3";"";"64";"";"3";"";"";"no clouds";" ";"";"";"14.4";"23.3";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
"07.05.2019 06:00";"14.4";"729.4";"763.6";"";"90";"Wind blowing from the south";"2";"";"";"70 – 80%.";" ";"";"";"13.9";"25.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.8";"8.0";"6";"";"";"";"";
"07.05.2019 00:00";"15.0";"728.2";"762.3";"";"83";"Wind blowing from the north-northeast";"11";"16";"";"100%.";"Thunderstorm, slight or moderate, with no precipitation. ";"";"";"14.4";"22.8";"";"";"1000-1500";"";"";"16.0";"12.2";"Trace of precipitation";"6";"";"";"";"";
"06.05.2019 18:00";"22.8";"726.7";"760.5";"";"50";"Wind blowing from the east-southeast";"5";"";"";"no clouds";" ";"";"";"14.4";"25.0";"";"";"";"";"";"16.0";"11.7";"";"";"";"";"";"";
"06.05.2019 12:00";"21.7";"727.7";"761.7";"";"66";"Wind blowing from the east-southeast";"3";"";"";"no clouds";" ";"";"";"14.4";"21.7";"";"";"";"";"";"16.0";"15.0";"1.0";"6";"";"";"";"";
"06.05.2019 06:00";"14.4";"726.3";"760.0";"";"90";"Wind blowing from the south";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"14.4";"23.3";"";"";"2500 or more, or no clouds.";"";"";"11.0";"12.8";"1.0";"6";"";"";"";"";
"06.05.2019 00:00";"16.1";"725.5";"759.4";"";"65";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"6.1";"22.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"9.4";"";"";"";"";"";"";
"05.05.2019 18:00";"22.2";"724.0";"758.1";"";"50";"Wind blowing from the south-southeast";"4";"";"";"no clouds";" ";"";"";"6.1";"23.3";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"05.05.2019 12:00";"20.6";"726.3";"760.3";"";"55";"";"2";"";"";"no clouds";" ";"";"";"7.8";"20.6";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"05.05.2019 06:00";"7.8";"726.1";"760.3";"";"93";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"6.1";"18.9";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"05.05.2019 00:00";"8.9";"725.3";"759.7";"";"89";"Wind blowing from the south-east";"2";"";"";"no clouds";" ";"";"";"8.9";"17.8";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"04.05.2019 18:00";"17.8";"725.1";"759.1";"";"58";"Wind blowing from the north-east";"4";"";"";"no clouds";" ";"";"";"12.2";"18.9";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"04.05.2019 12:00";"14.4";"727.0";"761.0";"";"81";"Wind blowing from the north-northeast";"5";"";"";"100%.";" ";"";"";"12.2";"14.4";"";"";"300-600";"";"";"16.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"04.05.2019 06:00";"12.2";"725.8";"760.0";"";"97";"Wind blowing from the north";"4";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"";"";"12.2";"21.1";"";"";"50-100";"";"";"0.4";"11.7";"";"";"";"";"";"";
"04.05.2019 00:00";"13.9";"725.8";"759.8";"";"93";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"13.9";"16.1";"";"";"50-100";"";"";"16.0";"12.8";"0.8";"6";"";"";"";"";
"03.05.2019 18:00";"16.1";"726.3";"760.3";"";"93";"Wind blowing from the south-east";"3";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"14.4";"21.1";"";"";"100-200";"";"";"8.0";"15.0";"26.0";"6";"";"";"";"";
"03.05.2019 12:00";"18.3";"727.5";"761.4";"";"84";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"14.4";"18.3";"";"";"300-600";"";"";"16.0";"15.6";"";"";"";"";"";"";
"03.05.2019 06:00";"14.4";"728.0";"762.1";"";"90";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"14.4";"";"";"";"200-300";"";"";"16.0";"12.8";"";"";"";"";"";"";
"03.05.2019 00:00";"14.4";"728.7";"762.7";"";"87";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"14.4";"20.0";"";"";"200-300";"";"";"16.0";"12.2";"";"";"";"";"";"";
"02.05.2019 18:00";"15.0";"727.7";"761.9";"";"83";"Wind blowing from the north-northeast";"6";"";"";"100%.";" ";"";"";"15.0";"20.6";"";"";"200-300";"";"";"16.0";"12.2";"";"";"";"";"";"";
"02.05.2019 12:00";"20.0";"728.5";"762.3";"";"70";"Wind blowing from the east";"2";"";"";"50%.";" ";"";"";"15.0";"20.6";"";"";"1500-2000";"";"";"16.0";"14.4";"0.3";"6";"";"";"";"";
"02.05.2019 06:00";"16.7";"728.2";"762.0";"";"86";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"16.7";"24.4";"";"";"1000-1500";"";"";"11.0";"14.4";"0.8";"6";"";"";"";"";
"02.05.2019 00:00";"20.0";"726.7";"760.6";"";"78";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"15.0";"22.8";"";"";"";"";"";"16.0";"16.1";"";"";"";"";"";"";
"01.05.2019 18:00";"22.8";"726.7";"760.6";"";"69";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"15.0";"24.4";"";"";"1000-1500";"";"";"16.0";"16.7";"";"";"";"";"";"";
"01.05.2019 12:00";"20.6";"727.0";"760.8";"";"70";"Wind blowing from the south-southwest";"2";"";"";"70 – 80%.";" ";"";"";"15.0";"20.6";"";"";"600-1000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"01.05.2019 06:00";"15.0";"726.3";"760.0";"";"90";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"15.0";"23.3";"";"";"";"";"";"16.0";"13.3";"15.0";"6";"";"";"";"";
"01.05.2019 00:00";"15.6";"726.3";"760.0";"";"93";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"15.0";"22.8";"";"";"2000-2500";"";"";"9.0";"14.4";"45.0";"6";"";"";"";"";
"30.04.2019 18:00";"20.6";"722.1";"755.7";"";"87";"Wind blowing from the south-east";"7";"";"";"70 – 80%.";"Thunderstorm, but no precipitation at the time of observation. ";"";"";"18.9";"23.3";"";"";"1000-1500";"";"";"16.0";"18.3";"12.0";"6";"";"";"";"";
"30.04.2019 12:00";"21.1";"726.7";"760.5";"";"66";"Wind blowing from the east-northeast";"4";"";"";"50%.";" ";"";"";"18.9";"22.8";"";"";"1000-1500";"";"";"16.0";"14.4";"Trace of precipitation";"6";"";"";"";"";
"30.04.2019 06:00";"18.9";"726.7";"760.6";"";"87";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"17.8";"";"";"";"";"";"";"16.0";"16.7";"";"";"";"";"";"";
"30.04.2019 00:00";"17.8";"728.5";"762.3";"";"90";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"13.3";"19.4";"";"";"1000-1500";"";"";"16.0";"16.1";"";"";"";"";"";"";
"29.04.2019 18:00";"18.9";"727.7";"761.9";"";"87";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"13.3";"23.9";"";"";"300-600";"";"";"16.0";"16.7";"Trace of precipitation";"6";"";"";"";"";
"29.04.2019 12:00";"22.2";"726.7";"760.6";"";"66";"Wind blowing from the south-southwest";"4";"";"";"100%.";" ";"";"";"13.9";"22.8";"";"";"1000-1500";"";"";"16.0";"15.6";"0.8";"6";"";"";"";"";
"29.04.2019 06:00";"13.9";"726.3";"760.3";"";"78";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"13.3";"21.7";"";"";"600-1000";"";"";"16.0";"10.0";"Trace of precipitation";"6";"";"";"";"";
"29.04.2019 00:00";"15.6";"725.1";"759.1";"";"65";"Wind blowing from the south-southeast";"8";"13";"";"100%.";" ";"";"";"";"19.4";"";"";"600-1000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"28.04.2019 18:00";"19.4";"724.8";"758.9";"";"53";"Wind blowing from the south-southeast";"9";"13";"";"no clouds";" ";"";"";"6.1";"21.7";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"28.04.2019 12:00";"16.7";"728.0";"762.4";"";"52";"Wind blowing from the south-east";"4";"";"";"no clouds";" ";"";"";"6.1";"16.7";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"28.04.2019 06:00";"6.1";"729.0";"763.2";"";"76";"Wind blowing from the east-northeast";"5";"";"";"100%.";" ";"";"";"6.1";"25.6";"";"";"300-600";"";"";"16.0";"2.2";"";"";"";"";"";"";
"28.04.2019 00:00";"8.3";"727.0";"761.0";"";"77";"Wind blowing from the north";"5";"";"";"no clouds";" ";"";"";"8.3";"22.2";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"27.04.2019 18:00";"22.2";"721.9";"755.5";"";"37";"Wind blowing from the west-northwest";"6";"11";"";"no clouds";" ";"";"";"13.9";"25.6";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"27.04.2019 12:00";"23.9";"720.1";"753.8";"";"48";"Wind blowing from the west-southwest";"12";"16";"";"20–30%.";" ";"";"";"13.3";"23.9";"";"";"1500-2000";"";"";"16.0";"12.2";"0.3";"6";"";"";"";"";
"27.04.2019 06:00";"14.4";"723.6";"757.4";"";"60";"Wind blowing from the south";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.9";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.7";"Trace of precipitation";"6";"";"";"";"";
"27.04.2019 00:00";"13.9";"726.7";"760.9";"";"62";"Wind blowing from the south-southeast";"3";"";"";"70 – 80%.";" ";"";"";"8.9";"20.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"26.04.2019 18:00";"20.0";"728.5";"762.6";"";"36";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"8.9";"21.7";"";"";"";"";"";"14.0";"4.4";"";"";"";"";"";"";
"26.04.2019 12:00";"19.4";"730.7";"765.0";"";"35";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"8.9";"19.4";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"26.04.2019 06:00";"8.9";"729.4";"763.7";"";"74";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"8.9";"22.2";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"26.04.2019 00:00";"11.1";"727.7";"761.9";"";"72";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"9.4";"20.6";"";"";"";"";"";"16.0";"6.1";"";"";"";"";"";"";
"25.04.2019 18:00";"20.6";"722.6";"756.4";"";"57";"Wind blowing from the west-northwest";"4";"";"";"70 – 80%.";" ";"";"";"13.9";"22.2";"";"";"1500-2000";"";"";"16.0";"11.7";"";"";"";"";"";"";
"25.04.2019 12:00";"16.7";"722.1";"755.8";"";"78";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"14.4";"17.2";"";"";"300-600";"";"";"16.0";"12.8";"Trace of precipitation";"6";"";"";"";"";
"25.04.2019 06:00";"14.4";"721.4";"755.2";"";"93";"Wind blowing from the north";"3";"";"";"100%.";"Mist. ";"";"";"13.9";"17.8";"";"";"50-100";"";"";"9.0";"13.3";"";"";"";"";"";"";
"25.04.2019 00:00";"15.0";"723.1";"756.8";"";"93";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"13.3";"17.2";"";"";"600-1000";"";"";"11.0";"13.9";"";"";"";"";"";"";
"24.04.2019 18:00";"17.2";"723.4";"757.3";"";"84";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"13.3";"17.8";"";"";"600-1000";"";"";"16.0";"14.4";"Trace of precipitation";"6";"";"";"";"";
"24.04.2019 12:00";"16.7";"725.1";"759.0";"";"86";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"13.9";"17.2";"";"";"200-300";"";"";"16.0";"14.4";"2.0";"6";"";"";"";"";
"24.04.2019 06:00";"13.9";"725.3";"759.2";"";"93";"Wind blowing from the north-west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"";"";"13.3";"20.6";"";"";"50-100";"";"";"0.4";"12.8";"Trace of precipitation";"6";"";"";"";"";
"24.04.2019 00:00";"15.0";"726.1";"759.9";"";"93";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"15.0";"18.3";"";"";"600-1000";"";"";"11.0";"13.9";"6.0";"6";"";"";"";"";
"23.04.2019 18:00";"17.2";"726.5";"760.6";"";"81";"Wind blowing from the north-east";"3";"";"";"70 – 80%.";" ";"";"";"15.6";"20.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.9";"0.3";"6";"";"";"";"";
"23.04.2019 12:00";"19.4";"728.5";"762.4";"";"79";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"13.9";"20.0";"";"";"1000-1500";"";"";"16.0";"15.6";"0.8";"6";"";"";"";"";
"23.04.2019 06:00";"15.6";"728.5";"762.4";"";"86";"Wind blowing from the north";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"15.6";"26.1";"";"";"300-600";"";"";"14.0";"13.3";"0.8";"6";"";"";"";"";
"23.04.2019 00:00";"18.3";"728.5";"762.2";"";"84";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"13.9";"22.2";"";"";"1000-1500";"";"";"16.0";"15.6";"";"";"";"";"";"";
"22.04.2019 18:00";"22.2";"727.7";"761.5";"";"68";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"13.9";"26.1";"";"";"";"";"";"16.0";"16.1";"";"";"";"";"";"";
"22.04.2019 12:00";"25.0";"727.7";"761.2";"";"56";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"14.4";"25.0";"";"";"1000-1500";"";"";"16.0";"15.6";"";"";"";"";"";"";
"22.04.2019 06:00";"14.4";"728.0";"761.9";"";"72";"Wind blowing from the south-east";"3";"";"";"no clouds";" ";"";"";"13.9";"28.3";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"22.04.2019 00:00";"20.0";"726.7";"760.3";"";"53";"Wind blowing from the south";"6";"";"";"no clouds";" ";"";"";"9.4";"25.6";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"21.04.2019 18:00";"25.6";"724.8";"758.5";"";"33";"Wind blowing from the south-southeast";"7";"12";"";"no clouds";" ";"";"";"9.4";"28.3";"";"";"";"";"";"16.0";"8.3";"";"";"";"";"";"";
"21.04.2019 12:00";"26.1";"726.5";"760.5";"";"35";"Wind blowing from the south";"8";"";"";"no clouds";" ";"";"";"11.1";"26.1";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"21.04.2019 06:00";"11.1";"726.1";"760.2";"";"64";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"9.4";"21.1";"";"";"";"";"";"16.0";"4.4";"";"";"";"";"";"";
"21.04.2019 00:00";"11.1";"725.3";"759.4";"";"61";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"3.3";"19.4";"";"";"";"";"";"16.0";"3.9";"";"";"";"";"";"";
"20.04.2019 18:00";"19.4";"725.1";"759.2";"";"44";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"3.3";"21.1";"";"";"";"";"";"16.0";"6.7";"";"";"";"";"";"";
"20.04.2019 12:00";"18.3";"727.3";"761.5";"";"33";"Wind blowing from the north-west";"2";"";"";"no clouds";" ";"";"";"3.9";"18.9";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"20.04.2019 06:00";"4.4";"726.5";"761.1";"";"70";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"3.3";"16.1";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"20.04.2019 00:00";"7.2";"726.3";"760.7";"";"61";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"6.1";"13.9";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"19.04.2019 18:00";"13.9";"725.1";"759.4";"";"36";"Wind blowing from the north-northwest";"8";"16";"";"no clouds";" ";"";"";"6.1";"16.1";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"19.04.2019 12:00";"13.9";"725.5";"759.8";"";"47";"Wind blowing from the north";"10";"16";"";"50%.";" ";"";"";"6.1";"14.4";"";"";"1500-2000";"";"";"16.0";"2.8";"";"";"";"";"";"";
"19.04.2019 06:00";"6.7";"724.6";"758.9";"";"76";"Wind blowing from the north-west";"5";"";"";"70 – 80%.";" ";"";"";"6.1";"18.9";"";"";"600-1000";"";"";"16.0";"2.8";"";"";"";"";"";"";
"19.04.2019 00:00";"7.2";"723.6";"757.9";"";"77";"Wind blowing from the north-northwest";"5";"";"";"no clouds";" ";"";"";"6.7";"18.9";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"18.04.2019 18:00";"12.2";"722.1";"756.1";"";"64";"Wind blowing from the north";"6";"";"";"100%.";" ";"";"";"9.4";"13.9";"";"";"1000-1500";"";"";"16.0";"5.6";"Trace of precipitation";"6";"";"";"";"";
"18.04.2019 12:00";"9.4";"722.4";"756.3";"";"83";"Wind blowing from the north";"7";"12";"";"100%.";" ";"";"";"9.4";"18.9";"";"";"300-600";"";"";"16.0";"6.7";"0.3";"6";"";"";"";"";
"18.04.2019 06:00";"13.9";"720.4";"754.0";"";"90";"Wind blowing from the north";"3";"";"";"100%.";"Mist. ";"";"";"13.9";"24.4";"";"";"200-300";"";"";"6.0";"12.2";"9.0";"6";"";"";"";"";
"18.04.2019 00:00";"18.9";"718.4";"751.7";"";"90";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"17.8";"22.2";"";"";"200-300";"";"";"16.0";"17.2";"7.0";"6";"";"";"";"";
"17.04.2019 18:00";"21.7";"720.4";"754.0";"";"71";"Wind blowing from the south-southwest";"4";"";"";"50%.";" ";"";"";"17.8";"24.4";"";"";"1000-1500";"";"";"16.0";"16.1";"";"";"";"";"";"";
"17.04.2019 12:00";"22.2";"722.8";"756.3";"";"66";"Wind blowing from the south";"8";"";"";"100%.";" ";"";"";"17.8";"22.2";"";"";"1000-1500";"";"";"16.0";"15.6";"";"";"";"";"";"";
"17.04.2019 06:00";"17.8";"723.6";"757.3";"";"63";"Wind blowing from the south-southeast";"6";"";"";"100%.";" ";"";"";"17.8";"26.7";"";"";"1000-1500";"";"";"16.0";"10.6";"";"";"";"";"";"";
"17.04.2019 00:00";"18.3";"725.1";"758.5";"";"59";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"13.3";"22.8";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"16.04.2019 18:00";"22.2";"724.3";"758.2";"";"55";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"13.3";"26.7";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"16.04.2019 12:00";"25.6";"725.8";"759.4";"";"45";"Wind blowing from the south";"7";"11";"";"no clouds";" ";"";"";"13.3";"25.6";"";"";"";"";"";"16.0";"12.8";"";"";"";"";"";"";
"16.04.2019 06:00";"13.3";"725.3";"759.3";"";"67";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"13.3";"24.4";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"16.04.2019 00:00";"15.6";"725.5";"759.3";"";"58";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"";"22.2";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"15.04.2019 18:00";"22.2";"724.3";"758.5";"";"38";"Wind blowing from the south";"9";"14";"";"no clouds";" ";"";"";"3.3";"24.4";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"15.04.2019 12:00";"21.1";"726.5";"760.6";"";"38";"Wind blowing from the south";"9";"12";"";"no clouds";" ";"";"";"5.0";"21.1";"";"";"";"";"";"16.0";"6.1";"";"";"";"";"";"";
"15.04.2019 06:00";"5.0";"726.5";"761.0";"";"73";"Wind blowing from the south-southeast";"5";"";"";"no clouds";" ";"";"";"3.3";"13.9";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"15.04.2019 00:00";"5.6";"725.8";"760.3";"";"73";"Wind blowing from the south-southeast";"2";"";"";"no clouds";" ";"";"";"0.6";"13.3";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"14.04.2019 18:00";"13.3";"723.8";"758.3";"";"39";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"0.6";"13.9";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"14.04.2019 12:00";"10.0";"722.4";"756.8";"";"50";"Wind blowing from the west-northwest";"5";"14";"";"no clouds";" ";"";"";"1.1";"10.0";"";"";"";"";"";"16.0";"0.0";"0.8";"6";"";"";"";"";
"14.04.2019 06:00";"1.1";"720.4";"755.0";"";"89";"Wind blowing from the north";"9";"13";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"0.6";"12.2";"";"";"100-200";"";"";"2.8";"-0.6";"14.0";"6";"";"";"";"";
"14.04.2019 00:00";"6.1";"719.7";"753.9";"";"80";"Wind blowing from the north-east";"10";"19";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.9";"7.2";"";"";"300-600";"";"";"9.0";"2.8";"8.0";"6";"";"";"";"";
"13.04.2019 18:00";"7.2";"724.3";"758.9";"";"80";"Wind blowing from the north-northeast";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"3.9";"12.2";"";"";"1000-1500";"";"";"11.0";"3.9";"6.0";"6";"";"";"";"";
"13.04.2019 12:00";"11.1";"728.0";"762.5";"";"40";"Wind blowing from the north-east";"8";"";"";"50%.";" ";"";"";"6.1";"11.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"13.04.2019 06:00";"6.1";"729.4";"764.0";"";"56";"Wind blowing from the north-east";"5";"";"";"no clouds";" ";"";"";"3.9";"15.0";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"13.04.2019 00:00";"5.0";"729.0";"763.6";"";"70";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"1.7";"12.8";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"12.04.2019 18:00";"12.2";"727.0";"761.8";"";"47";"Wind blowing from the north-northwest";"4";"";"";"no clouds";" ";"";"";"1.7";"15.0";"";"";"";"";"";"16.0";"1.1";"";"";"";"";"";"";
"12.04.2019 12:00";"11.1";"727.5";"762.0";"";"40";"Wind blowing from the south-southwest";"5";"9";"";"no clouds";" ";"";"";"1.1";"11.1";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"12.04.2019 06:00";"1.7";"723.8";"758.5";"";"54";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"1.7";"";"";"";"";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"12.04.2019 00:00";"5.6";"721.4";"755.6";"";"51";"Wind blowing from the west";"6";"";"";"no clouds";" ";"";"";"5.6";"22.8";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"11.04.2019 18:00";"13.3";"718.4";"752.1";"";"46";"Wind blowing from the west-southwest";"8";"12";"";"no clouds";" ";"";"";"12.8";"21.7";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"11.04.2019 12:00";"13.3";"716.0";"749.2";"";"60";"Wind blowing from the west-southwest";"7";"11";"";"70 – 80%.";" ";"";"";"12.8";"22.8";"";"";"1500-2000";"";"";"16.0";"5.6";"Trace of precipitation";"6";"";"";"";"";
"11.04.2019 06:00";"20.6";"713.1";"745.9";"";"44";"Wind blowing from the south";"6";"";"";"20–30%.";" ";"";"";"20.0";"29.4";"";"";"2000-2500";"";"";"16.0";"7.8";"";"";"";"";"";"";
"11.04.2019 00:00";"22.8";"713.1";"745.9";"";"48";"Wind blowing from the south-southeast";"7";"";"";"no clouds";" ";"";"";"15.0";"26.7";"";"";"";"";"";"16.0";"11.1";"";"";"";"";"";"";
"10.04.2019 18:00";"26.7";"713.8";"746.8";"";"34";"Wind blowing from the south";"9";"12";"";"no clouds";" ";"";"";"15.0";"29.4";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"10.04.2019 12:00";"28.3";"716.8";"749.7";"";"32";"Wind blowing from the south";"13";"20";"";"no clouds";" ";"";"";"16.1";"28.3";"";"";"";"";"";"16.0";"10.0";"";"";"";"";"";"";
"10.04.2019 06:00";"16.1";"720.7";"754.1";"";"63";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"15.0";"27.2";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"10.04.2019 00:00";"18.9";"721.6";"755.2";"";"49";"Wind blowing from the south-southeast";"6";"";"";"no clouds";" ";"";"";"8.9";"25.0";"";"";"";"";"";"16.0";"7.8";"";"";"";"";"";"";
"09.04.2019 18:00";"25.0";"722.4";"756.1";"";"36";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"";"27.2";"";"";"";"";"";"16.0";"8.9";"";"";"";"";"";"";
"09.04.2019 12:00";"23.9";"725.3";"759.2";"";"36";"Wind blowing from the east";"4";"";"";"no clouds";" ";"";"";"8.9";"";"";"";"";"";"";"16.0";"7.8";"";"";"";"";"";"";
"09.04.2019 00:00";"11.1";"725.3";"759.3";"";"66";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"11.1";"22.8";"";"";"";"";"";"16.0";"5.0";"";"";"";"";"";"";
"08.04.2019 18:00";"22.2";"724.8";"758.5";"";"44";"Wind blowing from the north-northwest";"2";"";"";"no clouds";" ";"";"";"13.3";"25.0";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"08.04.2019 12:00";"22.2";"726.1";"759.9";"";"59";"Wind blowing from the west-northwest";"5";"";"";"no clouds";" ";"";"";"12.8";"22.2";"";"";"";"";"";"16.0";"13.9";"";"";"";"";"";"";
"08.04.2019 06:00";"13.9";"726.1";"759.9";"";"90";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"13.3";"26.7";"";"";"";"";"";"16.0";"12.2";"";"";"";"";"";"";
"08.04.2019 00:00";"16.1";"726.3";"760.0";"";"87";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"23.3";"";"";"600-1000";"";"";"16.0";"13.9";"";"";"";"";"";"";
"07.04.2019 18:00";"23.3";"724.6";"758.2";"";"62";"Wind blowing from the west-northwest";"4";"9";"";"no clouds";" ";"";"";"12.8";"26.7";"";"";"";"";"";"16.0";"15.6";"";"";"";"";"";"";
