# Weather station Newark (airport), USA, WMO_ID=72502,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72502&lang=en
#
"Local time in Newark (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"07.05.2019 07:00";"13.3";"765.9";"766.6";"";"72";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"12.2";"";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"07.05.2019 01:00";"13.3";"765.1";"765.7";"";"77";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"11.1";"15.0";"";"";"600-1000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"06.05.2019 19:00";"15.0";"762.9";"763.5";"";"64";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"11.1";"22.2";"";"";"1000-1500";"";"";"16.0";"8.3";"";"";"";"";"";"";
"06.05.2019 13:00";"21.1";"760.6";"761.2";"";"46";"";"2";"";"";"70 – 80%.";" ";"";"";"11.1";"21.7";"";"";"1000-1500";"";"";"16.0";"8.9";"";"";"";"";"";"";
"06.05.2019 07:00";"13.3";"760.0";"760.6";"";"70";"Wind blowing from the north";"6";"";"";"70 – 80%.";" ";"";"";"11.1";"14.4";"";"";"1500-2000";"";"";"16.0";"7.8";"";"";"";"";"";"";
"06.05.2019 01:00";"11.7";"757.8";"758.4";"";"83";"Wind blowing from the north-east";"7";"10";"";"100%.";" ";"";"";"11.1";"14.4";"";"";"300-600";"";"";"16.0";"8.9";"9.0";"6";"";"";"";"";
"05.05.2019 19:00";"11.1";"756.7";"757.4";"";"97";"Wind blowing from the north-northeast";"6";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"11.1";"13.9";"";"";"200-300";"";"";"8.0";"10.6";"7.0";"6";"";"";"";"";
"05.05.2019 13:00";"12.8";"756.5";"757.2";"";"93";"Wind blowing from the north-northeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"12.8";"14.4";"";"";"100-200";"";"";"8.0";"11.7";"6.0";"6";"";"";"";"";
"05.05.2019 07:00";"13.3";"756.5";"757.2";"";"97";"Wind blowing from the north-east";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"12.8";"";"";"";"100-200";"";"";"9.0";"12.8";"16.0";"6";"";"";"";"";
"05.05.2019 01:00";"13.3";"757.3";"757.9";"";"97";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"12.2";"15.6";"";"";"50-100";"";"";"4.0";"12.8";"0.8";"6";"";"";"";"";
"04.05.2019 19:00";"15.6";"756.7";"757.3";"";"84";"Wind blowing from the south-east";"3";"";"";"70 – 80%.";" ";"";"";"12.2";"21.1";"";"";"600-1000";"";"";"12.0";"12.8";"";"";"";"";"";"";
"04.05.2019 13:00";"17.2";"757.8";"758.2";"";"87";"Calm, no wind";"0";"";"";"70 – 80%.";"Mist. ";"";"";"12.2";"17.2";"";"";"300-600";"";"";"8.0";"15.0";"1.0";"6";"";"";"";"";
"04.05.2019 07:00";"13.3";"759.1";"759.6";"";"93";"Wind blowing from the south-southeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"12.2";"13.9";"";"";"100-200";"";"";"3.2";"12.2";"Trace of precipitation";"6";"";"";"";"";
"04.05.2019 01:00";"12.8";"759.8";"760.4";"";"96";"Wind blowing from the east-northeast";"2";"";"";"100%.";"Mist. ";"";"";"";"12.8";"";"";"100-200";"";"";"3.2";"12.2";"0.8";"6";"";"";"";"";
"03.05.2019 19:00";"12.8";"761.1";"761.7";"";"93";"Wind blowing from the south-east";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"10.0";"13.9";"";"";"100-200";"";"";"4.8";"11.7";"Trace of precipitation";"6";"";"";"";"";
"03.05.2019 13:00";"12.2";"763.3";"764.0";"";"90";"Wind blowing from the east";"3";"";"";"100%.";"Mist. ";"";"";"10.6";"12.8";"";"";"200-300";"";"";"9.0";"10.6";"";"";"";"";"";"";
"03.05.2019 07:00";"10.6";"764.6";"765.3";"";"92";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"";"";"10.0";"";"";"";"100-200";"";"";"9.0";"9.4";"";"";"";"";"";"";
"03.05.2019 01:00";"11.1";"765.7";"766.3";"";"86";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"10.6";"13.9";"";"";"300-600";"";"";"16.0";"8.9";"4.0";"6";"";"";"";"";
"02.05.2019 19:00";"13.3";"765.4";"766.0";"";"77";"Wind blowing from the east";"4";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.6";"25.6";"";"";"200-300";"";"";"16.0";"9.4";"Trace of precipitation";"6";"";"";"";"";
"02.05.2019 13:00";"23.3";"763.6";"764.1";"";"56";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"10.0";"23.3";"";"";"1000-1500";"";"";"16.0";"13.9";"";"";"";"";"";"";
"02.05.2019 07:00";"12.2";"764.4";"764.8";"";"93";"Wind blowing from the south-west";"2";"";"";"70 – 80%.";"Mist. ";"";"";"10.0";"12.8";"";"";"100-200";"";"";"4.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"02.05.2019 01:00";"10.6";"764.9";"765.6";"";"100";"Wind blowing from the north";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"10.0";"12.2";"";"";"50-100";"";"";"0.8";"10.6";"0.3";"6";"";"";"";"";
"01.05.2019 19:00";"10.0";"768.2";"768.7";"";"96";"Wind blowing from the east";"3";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"10.0";"12.8";"";"";"100-200";"";"";"2.4";"9.4";"Trace of precipitation";"6";"";"";"";"";
"01.05.2019 13:00";"12.8";"771.2";"771.8";"";"57";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"11.7";"12.8";"";"";"600-1000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"01.05.2019 07:00";"11.7";"772.8";"773.5";"";"77";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"11.1";"17.8";"";"";"300-600";"";"";"16.0";"7.8";"Trace of precipitation";"6";"";"";"";"";
"01.05.2019 01:00";"12.2";"771.7";"772.4";"";"80";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"10.6";"15.6";"";"";"1000-1500";"";"";"16.0";"8.9";"";"";"";"";"";"";
"30.04.2019 19:00";"14.4";"769.7";"770.4";"";"72";"Wind blowing from the east-northeast";"4";"";"";"70 – 80%.";" ";"";"";"10.6";"17.8";"";"";"600-1000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"30.04.2019 13:00";"15.0";"766.4";"767.0";"";"78";"Wind blowing from the east-southeast";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"15.6";"";"";"200-300";"";"";"16.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"30.04.2019 07:00";"10.6";"765.9";"766.6";"";"96";"";"2";"";"";"100%.";"Mist. ";"";"";"9.4";"";"";"";"100-200";"";"";"3.2";"10.0";"0.5";"6";"";"";"";"";
"30.04.2019 01:00";"9.4";"766.4";"766.9";"";"93";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"2.8";"10.6";"";"";"200-300";"";"";"16.0";"8.3";"0.3";"6";"";"";"";"";
"29.04.2019 19:00";"10.6";"768.7";"769.4";"";"59";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"2.8";"15.0";"";"";"1500-2000";"";"";"16.0";"2.8";"";"";"";"";"";"";
"29.04.2019 13:00";"13.9";"771.0";"771.7";"";"29";"Wind blowing from the south-east";"5";"";"";"70 – 80%.";" ";"";"";"8.3";"14.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"29.04.2019 07:00";"8.3";"771.7";"772.3";"";"50";"Wind blowing from the north-northwest";"2";"";"";"50%.";" ";"";"";"2.8";"13.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"29.04.2019 01:00";"6.7";"769.5";"770.1";"";"58";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"6.1";"10.6";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"28.04.2019 19:00";"10.6";"765.1";"765.7";"";"66";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"8.9";"13.3";"";"";"600-1000";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"28.04.2019 13:00";"12.2";"760.0";"760.6";"";"67";"Wind blowing from the north-northeast";"6";"";"";"70 – 80%.";" ";"";"";"10.0";"12.2";"";"";"600-1000";"";"";"16.0";"6.1";"Trace of precipitation";"6";"";"";"";"";
"28.04.2019 07:00";"10.0";"760.0";"760.7";"";"57";"Wind blowing from the east";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"8.3";"17.2";"";"";"2000-2500";"";"";"16.0";"1.7";"Trace of precipitation";"6";"";"";"";"";
"28.04.2019 01:00";"10.0";"759.6";"760.2";"";"54";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"8.3";"14.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"27.04.2019 19:00";"14.4";"755.2";"755.8";"";"36";"Wind blowing from the north-northwest";"5";"";"";"20–30%.";" ";"";"";"10.0";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"27.04.2019 13:00";"13.9";"750.7";"751.3";"";"33";"Wind blowing from the west";"11";"15";"";"70 – 80%.";" ";"";"";"11.1";"15.6";"";"";"2000-2500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"27.04.2019 07:00";"11.1";"749.4";"";"";"47";"Wind blowing from the west";"9";"14";"";"20–30%.";" ";"";"";"10.0";"16.7";"";"";"1000-1500";"";"";"16.0";"0.0";"0.5";"6";"";"";"";"";
"27.04.2019 01:00";"11.1";"745.6";"746.2";"";"77";"Wind blowing from the west-northwest";"10";"13";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"16.7";"";"";"600-1000";"";"";"16.0";"7.2";"0.8";"6";"";"";"";"";
"26.04.2019 19:00";"16.7";"744.3";"745.0";"";"86";"Wind blowing from the south-southwest";"6";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"11.7";"16.7";"";"";"300-600";"";"";"11.0";"14.4";"2.0";"6";"";"";"";"";
"26.04.2019 13:00";"14.4";"749.7";"750.3";"";"93";"Wind blowing from the east";"4";"";"";"100%.";"Mist. ";"";"";"11.7";"15.0";"";"";"100-200";"";"";"2.4";"13.3";"10.0";"6";"";"";"";"";
"26.04.2019 07:00";"12.8";"754.7";"755.3";"";"90";"Wind blowing from the east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.7";"";"";"";"300-600";"";"";"16.0";"11.1";"8.0";"6";"";"";"";"";
"26.04.2019 01:00";"12.2";"758.0";"758.5";"";"77";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"7.8";"12.2";"";"";"1000-1500";"";"";"16.0";"8.3";"Trace of precipitation";"6";"";"";"";"";
"25.04.2019 19:00";"12.2";"759.6";"760.0";"";"80";"";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.8";"17.2";"";"";"1500-2000";"";"";"16.0";"8.9";"0.5";"6";"";"";"";"";
"25.04.2019 13:00";"16.7";"759.6";"760.3";"";"44";"Wind blowing from the south-southeast";"5";"";"";"70 – 80%.";" ";"";"";"10.6";"17.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"25.04.2019 07:00";"10.6";"760.8";"761.5";"";"64";"Wind blowing from the north";"3";"";"";"20–30%.";" ";"";"";"7.8";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"3.9";"";"";"";"";"";"";
"25.04.2019 01:00";"11.7";"759.6";"760.3";"";"61";"Wind blowing from the north-northeast";"6";"";"";"70 – 80%.";" ";"";"";"11.7";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"24.04.2019 19:00";"18.9";"756.5";"757.2";"";"33";"Wind blowing from the north";"4";"";"";"50%.";" ";"";"";"16.1";"21.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.2";"";"";"";"";"";"";
"24.04.2019 13:00";"20.0";"755.5";"756.1";"";"33";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"17.2";"20.6";"";"";"1500-2000";"";"";"16.0";"3.3";"";"";"";"";"";"";
"24.04.2019 07:00";"18.3";"754.5";"755.2";"";"56";"Wind blowing from the west-northwest";"6";"";"";"50%.";" ";"";"";"16.1";"";"";"";"1500-2000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"24.04.2019 01:00";"19.4";"753.7";"754.3";"";"59";"Wind blowing from the south-southwest";"4";"";"";"100%.";" ";"";"";"13.3";"21.7";"";"";"1500-2000";"";"";"16.0";"11.1";"0.3";"6";"";"";"";"";
"23.04.2019 19:00";"17.2";"756.0";"756.5";"";"68";"Wind blowing from the east-northeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"13.3";"25.6";"";"";"1500-2000";"";"";"16.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"23.04.2019 13:00";"25.0";"758.5";"759.2";"";"36";"Wind blowing from the west-southwest";"6";"9";"";"70 – 80%.";" ";"";"";"15.0";"25.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"23.04.2019 07:00";"15.6";"761.3";"762.0";"";"65";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"13.3";"18.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"23.04.2019 01:00";"15.6";"761.3";"761.9";"";"80";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"16.1";"";"";"1000-1500";"";"";"16.0";"12.2";"Trace of precipitation";"6";"";"";"";"";
"22.04.2019 19:00";"15.6";"761.1";"761.7";"";"90";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"10.0";"18.3";"";"";"1000-1500";"";"";"16.0";"13.9";"2.0";"6";"";"";"";"";
"22.04.2019 13:00";"17.2";"761.6";"762.1";"";"65";"Wind blowing from the north";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"14.4";"18.3";"";"";"1000-1500";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"22.04.2019 07:00";"14.4";"763.1";"763.6";"";"67";"Wind blowing from the north";"4";"";"";"70 – 80%.";" ";"";"";"";"17.8";"";"";"600-1000";"";"";"16.0";"8.3";"";"";"";"";"";"";
"22.04.2019 01:00";"13.3";"763.1";"763.8";"";"75";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"11.1";"15.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"21.04.2019 19:00";"15.0";"762.6";"763.2";"";"67";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"11.1";"17.8";"";"";"1500-2000";"";"";"16.0";"8.9";"";"";"";"";"";"";
"21.04.2019 13:00";"15.6";"761.3";"761.9";"";"72";"Wind blowing from the east";"5";"";"";"70 – 80%.";" ";"";"";"12.8";"16.7";"";"";"600-1000";"";"";"16.0";"10.6";"";"";"";"";"";"";
"21.04.2019 07:00";"12.8";"759.8";"760.4";"";"87";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";" ";"";"";"11.1";"";"";"";"2000-2500";"";"";"16.0";"10.6";"";"";"";"";"";"";
"21.04.2019 01:00";"12.2";"758.3";"758.8";"";"87";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"11.1";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"20.04.2019 19:00";"15.0";"756.7";"757.4";"";"69";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"15.0";"20.6";"";"";"600-1000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"20.04.2019 13:00";"17.8";"754.5";"755.2";"";"90";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"15.6";"19.4";"";"";"100-200";"";"";"12.0";"16.1";"4.0";"6";"";"";"";"";
"20.04.2019 07:00";"16.1";"754.5";"754.9";"";"97";"Wind blowing from the south-east";"4";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"15.0";"26.7";"";"";"200-300";"";"";"9.0";"15.6";"6.0";"6";"";"";"";"";
"20.04.2019 01:00";"19.4";"754.0";"754.5";"";"93";"Wind blowing from the south";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"17.2";"21.7";"";"";"300-600";"";"";"9.0";"18.3";"5.0";"6";"";"";"";"";
"19.04.2019 19:00";"21.7";"754.7";"755.3";"";"76";"Wind blowing from the south";"10";"13";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"17.2";"26.7";"";"";"600-1000";"";"";"16.0";"17.2";"Trace of precipitation";"6";"";"";"";"";
"19.04.2019 13:00";"26.1";"755.5";"756.0";"";"54";"Wind blowing from the south-southwest";"8";"12";"";"70 – 80%.";" ";"";"";"12.8";"26.1";"";"";"600-1000";"";"";"16.0";"16.1";"";"";"";"";"";"";
"19.04.2019 07:00";"18.9";"756.3";"756.7";"";"78";"Wind blowing from the south";"5";"";"";"70 – 80%.";" ";"";"";"12.8";"18.9";"";"";"600-1000";"";"";"16.0";"15.0";"";"";"";"";"";"";
"19.04.2019 01:00";"17.8";"757.0";"757.6";"";"75";"Wind blowing from the south";"6";"";"";"70 – 80%.";" ";"";"";"10.6";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.3";"";"";"";"";"";"";
"18.04.2019 19:00";"12.8";"757.8";"758.4";"";"83";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"18.04.2019 13:00";"14.4";"761.6";"762.1";"";"81";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"11.7";"14.4";"";"";"200-300";"";"";"14.0";"11.1";"Trace of precipitation";"6";"";"";"";"";
"18.04.2019 07:00";"12.2";"764.9";"765.5";"";"59";"Wind blowing from the east-southeast";"5";"";"";"100%.";" ";"";"";"10.6";"";"";"";"600-1000";"";"";"16.0";"4.4";"";"";"";"";"";"";
"18.04.2019 01:00";"10.6";"766.4";"766.9";"";"64";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"9.4";"11.7";"";"";"1500-2000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"17.04.2019 19:00";"11.7";"765.9";"766.4";"";"40";"Wind blowing from the south-southeast";"6";"";"";"70 – 80%.";" ";"";"";"9.4";"15.6";"";"";"1500-2000";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"17.04.2019 13:00";"14.4";"765.7";"766.3";"";"32";"Wind blowing from the south-southeast";"4";"";"";"70 – 80%.";" ";"";"";"10.0";"14.4";"";"";"1500-2000";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"17.04.2019 07:00";"10.0";"765.4";"765.9";"";"61";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"9.4";"19.4";"";"";"1500-2000";"";"";"16.0";"2.8";"Trace of precipitation";"6";"";"";"";"";
"17.04.2019 01:00";"10.6";"763.1";"763.6";"";"66";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"2.8";"15.6";"";"";"1500-2000";"";"";"16.0";"4.4";"Trace of precipitation";"6";"";"";"";"";
"16.04.2019 19:00";"15.6";"761.1";"761.6";"";"27";"Wind blowing from the west";"8";"11";"";"70 – 80%.";" ";"";"";"2.8";"19.4";"";"";"2000-2500";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"16.04.2019 13:00";"17.8";"761.1";"761.7";"";"12";"Wind blowing from the west-northwest";"7";"12";"";"20–30%.";" ";"";"";"7.8";"18.3";"";"";"1500-2000";"";"";"16.0";"-11.7";"";"";"";"";"";"";
"16.04.2019 07:00";"7.8";"762.4";"763.0";"";"35";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"16.04.2019 01:00";"7.8";"759.1";"759.6";"";"42";"Wind blowing from the west-northwest";"7";"10";"";"20–30%.";" ";"";"";"7.8";"21.1";"";"";"1500-2000";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"15.04.2019 19:00";"9.4";"753.7";"754.3";"";"48";"Wind blowing from the west-northwest";"11";"14";"";"70 – 80%.";" ";"";"";"8.9";"18.3";"";"";"1000-1500";"";"";"16.0";"-1.1";"Trace of precipitation";"6";"";"";"";"";
"15.04.2019 13:00";"13.9";"746.6";"747.1";"";"47";"Wind blowing from the west";"14";"18";"";"70 – 80%.";" ";"";"";"13.3";"21.1";"";"";"300-600";"";"";"16.0";"2.8";"7.0";"6";"";"";"";"";
"15.04.2019 07:00";"15.6";"744.3";"744.8";"";"86";"";"2";"";"";"70 – 80%.";" ";"";"";"13.3";"22.2";"";"";"1500-2000";"";"";"16.0";"13.3";"18.0";"6";"";"";"";"";
"15.04.2019 01:00";"20.0";"746.6";"747.2";"";"84";"Wind blowing from the south";"6";"";"";"70 – 80%.";" ";"";"";"13.3";"20.0";"";"";"100-200";"";"";"16.0";"17.2";"0.5";"6";"";"";"";"";
"14.04.2019 19:00";"14.4";"752.5";"753.1";"";"90";"Wind blowing from the east-northeast";"2";"";"";"100%.";" ";"";"";"14.4";"22.2";"";"";"300-600";"";"";"16.0";"12.8";"Trace of precipitation";"6";"";"";"";"";
"14.04.2019 13:00";"20.6";"757.0";"757.6";"";"73";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"15.6";"22.2";"";"";"600-1000";"";"";"16.0";"15.6";"";"";"";"";"";"";
"14.04.2019 07:00";"15.6";"760.0";"760.6";"";"100";"Wind blowing from the south-southwest";"3";"";"";"100%.";"Fog or ice fog in patches. ";"";"";"15.6";"26.1";"";"";"Less than  50";"";"";"0.4";"15.6";"";"";"";"";"";"";
"14.04.2019 01:00";"16.7";"760.8";"761.4";"";"84";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"16.1";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.9";"";"";"";"";"";"";
"13.04.2019 19:00";"22.8";"761.1";"761.7";"";"53";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"";"";"16.1";"26.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.8";"";"";"";"";"";"";
"13.04.2019 13:00";"23.3";"762.1";"762.7";"";"54";"Wind blowing from the south-southwest";"5";"8";"";"70 – 80%.";" ";"";"";"16.7";"23.3";"";"";"1000-1500";"";"";"16.0";"13.3";"";"";"";"";"";"";
"13.04.2019 07:00";"16.7";"763.3";"763.9";"";"93";"Wind blowing from the south-west";"7";"";"";"100%.";" ";"";"";"16.1";"21.1";"";"";"200-300";"";"";"16.0";"15.6";"4.0";"6";"";"";"";"";
"13.04.2019 01:00";"16.7";"763.1";"763.6";"";"90";"Wind blowing from the south";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"16.7";"";"";"300-600";"";"";"14.0";"15.0";"14.0";"6";"";"";"";"";
"12.04.2019 19:00";"16.7";"764.1";"764.8";"";"86";"Wind blowing from the south";"5";"10";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.8";"21.1";"";"";"1000-1500";"";"";"8.0";"14.4";"0.8";"6";"";"";"";"";
"12.04.2019 13:00";"17.2";"766.2";"766.7";"";"56";"Wind blowing from the east";"4";"";"";"70 – 80%.";" ";"";"";"8.3";"17.2";"";"";"1000-1500";"";"";"16.0";"8.3";"";"";"";"";"";"";
"12.04.2019 07:00";"8.9";"768.2";"768.8";"";"68";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"7.8";"";"";"";"300-600";"";"";"16.0";"3.3";"Trace of precipitation";"6";"";"";"";"";
"12.04.2019 01:00";"8.3";"768.4";"769.0";"";"54";"Wind blowing from the east-southeast";"2";"";"";"100%.";" ";"";"";"";"8.9";"";"";"600-1000";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"11.04.2019 19:00";"8.9";"768.2";"768.8";"";"46";"Wind blowing from the south-east";"2";"";"";"100%.";" ";"";"";"3.3";"11.1";"";"";"1500-2000";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"11.04.2019 13:00";"9.4";"767.7";"768.1";"";"29";"";"3";"";"";"100%.";" ";"";"";"5.0";"9.4";"";"";"2000-2500";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"11.04.2019 07:00";"5.0";"767.4";"768.0";"";"41";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"3.3";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"11.04.2019 01:00";"5.6";"764.4";"765.0";"";"49";"Wind blowing from the north-northeast";"5";"";"";"50%.";" ";"";"";"5.6";"11.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"10.04.2019 19:00";"11.1";"760.3";"760.8";"";"34";"Wind blowing from the north-northwest";"7";"12";"";"20–30%.";" ";"";"";"7.2";"16.1";"";"";"1500-2000";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"10.04.2019 13:00";"15.6";"756.7";"757.3";"";"32";"Wind blowing from the west";"9";"11";"";"50%.";" ";"";"";"7.2";"15.6";"";"";"1500-2000";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"10.04.2019 07:00";"10.0";"756.5";"757.1";"";"54";"Wind blowing from the west-northwest";"4";"";"";"50%.";" ";"";"";"7.2";"11.1";"";"";"2000-2500";"";"";"16.0";"1.1";"";"";"";"";"";"";
"10.04.2019 01:00";"7.2";"754.2";"754.9";"";"93";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"7.2";"11.1";"";"";"300-600";"";"";"16.0";"6.1";"";"";"";"";"";"";
"09.04.2019 19:00";"7.8";"751.4";"751.9";"";"96";"";"2";"";"";"100%.";" ";"";"";"7.2";"11.1";"";"";"100-200";"";"";"12.0";"7.2";"0.5";"6";"";"";"";"";
"09.04.2019 13:00";"8.9";"753.0";"753.4";"";"83";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"8.3";"";"";"";"200-300";"";"";"16.0";"6.1";"";"";"";"";"";"";
"09.04.2019 01:00";"10.6";"755.0";"755.5";"";"83";"Wind blowing from the north-northeast";"3";"";"";"100%.";" ";"";"";"10.0";"24.4";"";"";"2000-2500";"";"";"14.0";"7.8";"";"";"";"";"";"";
"08.04.2019 19:00";"24.4";"753.4";"754.2";"";"39";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"11.1";"26.7";"";"";"1500-2000";"";"";"16.0";"9.4";"";"";"";"";"";"";
